game_id,record_id,home_team,away_team,went_ot,home_off_line,home_def_pairing,away_off_line,away_def_pairing,home_goalie,away_goalie,toi,home_assists,home_shots,home_xg,home_max_xg,home_goals,away_assists,away_shots,away_xg,away_max_xg,away_goals,home_penalties_committed,home_penalty_minutes,away_penalties_committed,away_penalty_minutes
game_1,record_1,thailand,pakistan,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_142,player_id_106,628.8,0,2,0.1754,0.0877,0,2,9,1.4645,0.2166,1,7,14,1,2
game_1,record_2,thailand,pakistan,0,second_off,second_def,second_off,second_def,player_id_142,player_id_106,197.61,0,0,0,0,0,2,1,0.0928,0.0928,1,0,0,0,0
game_1,record_3,thailand,pakistan,0,first_off,second_def,second_off,second_def,player_id_142,player_id_106,47.06,0,0,0,0,0,0,2,0.188,0.094,0,0,0,0,0
game_1,record_4,thailand,pakistan,0,second_off,first_def,second_off,first_def,player_id_142,player_id_106,44.6,0,1,0.1211,0.1211,0,0,1,0.0727,0.0727,0,0,0,0,0
game_1,record_5,thailand,pakistan,0,second_off,second_def,first_off,second_def,player_id_142,player_id_106,274.65,0,1,0.1207,0.1207,0,2,1,0.0769,0.0769,1,0,0,0,0
game_1,record_6,thailand,pakistan,0,empty_net_line,empty_net_line,second_off,first_def,empty_net,player_id_106,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_1,record_7,thailand,pakistan,0,first_off,first_def,first_off,first_def,player_id_142,player_id_106,170.49,0,0,0,0,0,0,1,0.0928,0.0928,0,0,0,0,0
game_1,record_8,thailand,pakistan,0,empty_net_line,empty_net_line,first_off,first_def,empty_net,player_id_106,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_1,record_9,thailand,pakistan,0,first_off,first_def,second_off,second_def,player_id_142,player_id_106,117.12,0,1,0.1104,0.1104,0,0,1,0.0806,0.0806,0,0,0,0,0
game_1,record_10,thailand,pakistan,0,second_off,second_def,first_off,first_def,player_id_142,player_id_106,122.35,0,1,0.1187,0.1187,0,0,0,0,0,0,0,0,0,0
game_1,record_11,thailand,pakistan,0,second_off,first_def,second_off,second_def,player_id_142,player_id_106,173.66,0,1,0.123,0.123,0,0,1,0.0763,0.0763,0,0,0,0,0
game_1,record_12,thailand,pakistan,0,second_off,first_def,first_off,first_def,player_id_142,player_id_106,164.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_1,record_13,thailand,pakistan,0,PP_up,PP_up,PP_kill_dwn,PP_kill_dwn,player_id_142,player_id_106,571.2,0,8,1.2396,0.1713,0,0,2,0.1389,0.0802,0,1,2,5,10
game_1,record_14,thailand,pakistan,0,first_off,second_def,first_off,second_def,player_id_142,player_id_106,64.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_1,record_15,thailand,pakistan,0,first_off,second_def,first_off,first_def,player_id_142,player_id_106,225.42,0,1,0.1061,0.1061,0,0,1,0.1062,0.1062,0,0,0,0,0
game_1,record_16,thailand,pakistan,0,first_off,second_def,second_off,first_def,player_id_142,player_id_106,127.52,2,2,0.2291,0.1321,1,0,0,0,0,0,0,0,0,0
game_1,record_17,thailand,pakistan,0,empty_net_line,empty_net_line,second_off,second_def,empty_net,player_id_106,53.6,0,2,0.3706,0.191,0,0,0,0,0,0,0,0,0,0
game_1,record_18,thailand,pakistan,0,first_off,first_def,second_off,first_def,player_id_142,player_id_106,203.4,0,1,0.1084,0.1084,0,0,1,0.0769,0.0769,0,0,0,0,0
game_1,record_19,thailand,pakistan,0,second_off,first_def,first_off,second_def,player_id_142,player_id_106,104.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_1,record_20,thailand,pakistan,0,first_off,first_def,first_off,second_def,player_id_142,player_id_106,114.8,0,0,0,0,0,0,2,0.1928,0.0964,0,0,0,0,0
game_1,record_21,thailand,pakistan,0,empty_net_line,empty_net_line,first_off,second_def,empty_net,player_id_106,55.5,0,0,0,0,0,0,1,0.0922,0.0922,0,0,0,0,0
game_1,record_22,thailand,pakistan,0,second_off,second_def,second_off,first_def,player_id_142,player_id_106,114.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_10,record_23,switzerland,kazakhstan,0,second_off,second_def,second_off,first_def,player_id_86,player_id_192,217.32,0,1,0.1275,0.1275,0,0,2,0.1766,0.0883,0,0,0,0,0
game_10,record_24,switzerland,kazakhstan,0,second_off,first_def,first_off,first_def,player_id_86,player_id_192,41.22,0,0,0,0,0,0,1,0.0734,0.0734,0,0,0,0,0
game_10,record_25,switzerland,kazakhstan,0,first_off,first_def,second_off,second_def,player_id_86,player_id_192,188.36,0,1,0.0973,0.0973,0,0,1,0.0837,0.0837,1,0,0,0,0
game_10,record_26,switzerland,kazakhstan,0,first_off,second_def,second_off,first_def,player_id_86,player_id_192,196.04,0,1,0.1174,0.1174,0,0,1,0.0921,0.0921,0,0,0,0,0
game_10,record_27,switzerland,kazakhstan,0,first_off,second_def,first_off,first_def,player_id_86,player_id_192,60.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_10,record_28,switzerland,kazakhstan,0,second_off,first_def,first_off,second_def,player_id_86,player_id_192,126.09,0,1,0.0651,0.0651,0,0,0,0,0,0,0,0,0,0
game_10,record_29,switzerland,kazakhstan,0,first_off,second_def,second_off,second_def,player_id_86,player_id_192,40.69,0,1,0.1032,0.1032,0,0,0,0,0,0,0,0,0,0
game_10,record_30,switzerland,kazakhstan,0,second_off,first_def,second_off,first_def,player_id_86,player_id_192,138.41,0,2,0.2432,0.1216,0,0,1,0.0781,0.0781,0,0,0,0,0
game_10,record_31,switzerland,kazakhstan,0,first_off,first_def,second_off,first_def,player_id_86,player_id_192,178.37,0,1,0.1115,0.1115,0,0,3,0.2456,0.0819,0,0,0,0,0
game_10,record_32,switzerland,kazakhstan,0,second_off,second_def,first_off,second_def,player_id_86,player_id_192,157.69,0,0,0,0,0,0,3,0.1856,0.0619,0,0,0,0,0
game_10,record_33,switzerland,kazakhstan,0,second_off,second_def,first_off,first_def,player_id_86,player_id_192,242.13,1,1,0.0973,0.0973,1,0,1,0.0837,0.0837,0,0,0,0,0
game_10,record_34,switzerland,kazakhstan,0,first_off,first_def,first_off,first_def,player_id_86,player_id_192,287.21,2,5,0.3898,0.1134,1,0,2,0.1544,0.0772,0,0,0,0,0
game_10,record_35,switzerland,kazakhstan,0,second_off,first_def,second_off,second_def,player_id_86,player_id_192,96.99,0,1,0.1075,0.1075,0,0,1,0.0562,0.0562,0,0,0,0,0
game_10,record_36,switzerland,kazakhstan,0,PP_kill_dwn,PP_kill_dwn,PP_up,PP_up,player_id_86,player_id_192,872.22,0,1,0.1006,0.1006,0,4,12,1.801,0.2069,2,10,20,0,0
game_10,record_37,switzerland,kazakhstan,0,second_off,second_def,empty_net_line,empty_net_line,player_id_86,empty_net,32.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_10,record_38,switzerland,kazakhstan,0,first_off,second_def,empty_net_line,empty_net_line,player_id_86,empty_net,30.26,0,0,0,0,0,0,1,0.1469,0.1469,0,0,0,0,0
game_10,record_39,switzerland,kazakhstan,0,first_off,second_def,first_off,second_def,player_id_86,player_id_192,141.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_10,record_40,switzerland,kazakhstan,0,first_off,first_def,empty_net_line,empty_net_line,player_id_86,empty_net,66.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_10,record_41,switzerland,kazakhstan,0,second_off,first_def,empty_net_line,empty_net_line,player_id_86,empty_net,33.47,0,0,0,0,0,0,1,0.1416,0.1416,0,0,0,0,0
game_10,record_42,switzerland,kazakhstan,0,first_off,first_def,first_off,second_def,player_id_86,player_id_192,166.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_10,record_43,switzerland,kazakhstan,0,second_off,second_def,second_off,second_def,player_id_86,player_id_192,284.94,4,4,0.365,0.1134,2,0,0,0,0,0,0,0,0,0
game_100,record_44,serbia,rwanda,0,second_off,first_def,first_off,second_def,player_id_12,player_id_62,133.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
